"data_zone","education","health","housing","access","crime","income","employment"
"S01012416",3525,6391,5272,20,5801,5113,6555
"S01012417",2840,2843,4097,1829,5240,1924,1664.5
"S01012418",2914,4365,3732,18,5724,2947.5,4499
"S01012419",2822,3691,2918,101,4945,2706.5,3707
"S01012420",2329,2690,3128,658,3450,2288,2292.5
"S01012421",3027,2905,3250,386,1449,2947.5,2062.5
"S01012422",2726,3174,3894,266,2797,3472,3102.5
"S01012423",4733,3540,4875,688,5989,4369.5,4072.5
"S01012424",2253,1794,2675,2568,4116,2097,2542.5
"S01012425",1767,245,1939,3996,3284,240,488
"S01012426",1304,513,2819,2461,1475,205.5,414
"S01012427",1038,1167,1957,1091,2991,973,994.5
"S01012428",2586,2380,5788.5,1076,4075,2288,2818
"S01012429",1696,1504,3277,3941,4395,1924,1485
"S01012430",2962,3121,3998,6239,2047,3208,3391
"S01012431",4315,2633,3671,6036,1725,2947.5,2818
"S01012432",2536,1168,2817,4891,4294,2097,1485
"S01012433",3054,1735,2949,6412,2609,1450.5,1852.5
"S01012434",2186,1753,3054,6659,2710,1924,2542.5
"S01012435",2576,713,1849,6944,1900,1450.5,861
"S01012436",1785,782,2564.5,4380,2403,861.5,658
"S01012437",2700,1773,4271,4688,2960,2947.5,2542.5
"S01012438",3476,3048,4783,2998,6208,2496,3102.5
"S01012439",3904,1771,2971,6277,1365,1749.5,1485
"S01012440",5537,5153,6546,4454,4168,5556,4072.5
"S01012441",5291,4524,4849,189,5175.5,4369.5,4499
"S01012442",4018,4113,5195,350,1174,3208,3707
"S01012443",4772,4164,4947,559,5947,3747,4499
"S01012444",3264,2881,5648,895,1036,3208,1485
"S01012445",5704,6741,6480,971,6925,6023.5,6855.5
"S01012446",1311,1052,3774,2482,4127,1588,2062.5
"S01012447",4356,3844,6171,4798,5585,6023.5,5528
"S01012448",5020,3988,6563,1162,6394,4715,4499
"S01012449",2529,2234,4135,1609,5230,4715,3391
"S01012450",4209,4797,3701.5,521,3064,4715,4988
"S01012451",6089,5339,6912,2122,3688,6023.5,4988
"S01012452",5992,4075,6010,695,6274,5556,4988
"S01012453",6829,5640,6959,1322,5855,6485,6555
"S01012454",6417,5162,6727,1225,5421,6023.5,6555
"S01012455",6815,6577,6952.5,1252,6016,6827.5,6555
"S01012456",6472,5067,6704,1590,6926,5556,6555
"S01012457",6538,5932,6770,745,5564,6485,5528
"S01012458",6758,6550,6044,3421,4778.5,6485,6555
"S01012459",5732,5088,6368,3846,5660,5556,6082.5
"S01012460",6312,5064,6783,3368,6927,6485,6082.5
"S01012461",3306,2456,3796,4207,4019,2706.5,2292.5
"S01012462",2628,780,2694,5322,3427,1588,1315
"S01012463",1630,557,2498,4569,1478,1320.5,1150
"S01012464",797,1001,2920,1883,1419,861.5,754
"S01012465",2003,2568,4115,2850,6070,2496,3102.5
"S01012466",3665,3211,4913,4595,3823,4042,3707
"S01012467",2611,3169,4384,3786,4386,2288,2542.5
"S01012468",3469,2921,5339,3343,4693,2706.5,4072.5
"S01012469",6835,4015,6547,4107,5974,6023.5,6082.5
"S01012470",4234,1649,4548,4128,1931,2288,1485
"S01012471",6344,5279,6621,3827,4713,5556,6555
"S01012472",6354,6084,6613,1761,6162,6023.5,5528
"S01012473",5468,5169,5564,1189,5861,5556,4499
"S01012474",5357,2239,5113,5755,4682,2097,2292.5
"S01012475",5833,4328,6109,4411,6037,5556,4072.5
"S01012476",2858,3066,4974,3570,4407,3208,2818
"S01012477",6038,4732,6891,1817,6928,6485,6555
"S01012478",3271,2233,4572.5,3853,3166,2947.5,3391
"S01012479",5790,5095,5974,1614,6929,5113,6082.5
"S01012480",1270,2110,3682,3412,2338,1749.5,1852.5
"S01012481",3368,772,1359,6337,24,1749.5,754
"S01012482",2095,1471,3746,6637,419,2947.5,2062.5
"S01012483",2808,436,1020,6629,44,973,658
"S01012484",6554,3417,6305,5597,3337,4369.5,3707
"S01012485",6710,3615,5394,5348,5190,4715,4988
"S01012486",5829,3027,5757,5172,5799,4042,4499
"S01012487",1951,2286,2638,6559,1864,2288,2292.5
"S01012488",3015,1733,3569,5883,3956,2947.5,1852.5
"S01012489",177,69,747,6467,134,33,49
"S01012490",518,255,753,6175,163,459,414
"S01012491",447,62,1809,4948,62,33,22.5
"S01012492",117,130,2229,4741,50,123.5,49
"S01012493",5396,874,4586,5022,944,757,414
"S01012494",2278,2253,2199,1268,4441,3472,3707
"S01012495",1678,1796,1566,1106,2468,1199.5,1315
"S01012496",260,657,1681,3812,2836,600.5,658
"S01012497",571,283,2902,5009,903,757,351.5
"S01012498",165,321,1018,3509,1988,342,300.5
"S01012499",614,1068,1354,3749,3574,1199.5,1485
"S01012500",749,740,2291,5332,758,1199.5,658
"S01012501",113,93,536,5964,793,55.5,147
"S01012502",55,67,884,6172,413,33,99
"S01012503",484,495,1533,5997,787,670.5,568.5
"S01012504",758,1859,2972.5,6305,1762,757,1315
"S01012505",1652,873,2517,5401,742,1320.5,861
"S01012506",4824,2436,5857,5785,1872,3472,3102.5
"S01012507",2687,1867,3754,5961,3855,2496,1852.5
"S01012508",3345,1886,5418,4546,4024,2288,2062.5
"S01012509",3808,3686,5727,6762,5479,4042,3391
"S01012510",3928,4273,5620,4022,5234,4715,4499
"S01012511",2842,2652,3940,6286,2365,3747,3102.5
"S01012512",2679,2838,3780,4204,3228,1450.5,1315
"S01012513",5572,5620,5624,1067,3350,5556,5528
"S01012514",4436,4690,6170,624,6423,6023.5,5528
"S01012515",2372,767,2018,3855,4034,1588,1150
"S01012516",3129,2961,4613,2110,5425,2288,3391
"S01012517",3420,1789,3701.5,1778,3418,1749.5,1852.5
"S01012518",5417,4023,5019,6545,2261,4369.5,3707
"S01012519",5425,3160,3901,6428,967,2947.5,2542.5
"S01012520",6543,3919,5611,3314,4911,5556,5528
"S01012521",5839,3486,4527,6627,669,4042,5528
"S01012522",5785,5127,6089,4909,4436,6023.5,5528
"S01012523",5309,4166,5629,3661,5175.5,5113,4988
"S01012524",4966,3838,4710,6827,5555,4369.5,4499
"S01012525",5356,5344,6488,6407,5395,5113,4988
"S01012526",6657,5440,6651,4780,6930,6023.5,6082.5
"S01012527",3936,3173,4912,3911,3982,3747,3707
"S01012528",2225,1986,2719,2032,4133,2947.5,2542.5
"S01012529",4075,2919,3022,1425,3687,3472,3391
"S01012530",4724,3862,5343,1881,6498,5113,4499
"S01012531",3558,3459,5681,1707,3887,3747,4499
"S01012532",4989,2779,5800,1398,3263,3747,3707
"S01012533",3748,3586,4956,4823,6931,4715,4988
"S01012534",2867,1233,2427,5432,2992,2496,2818
"S01012535",3194,2888,3182,1533,6029,4042,3707
"S01012536",2077,2026,2530,1558,5595,2288,2292.5
"S01012537",1743,2671,3600,1529,3557,2947.5,3102.5
"S01012538",1582,1621,3222,1748,3985,2097,1852.5
"S01012539",2259,3282,3149,2478,2470,2496,3102.5
"S01012540",1227,1014,3363,5645,3077,1450.5,1485
"S01012541",2838,3481,4260,1211,2699,2947.5,3707
"S01012542",4215,2222,4024,1600,4623,2947.5,1852.5
"S01012543",4383,4511,5129,730,5366,4042,4988
"S01012544",3407,2722,4306,857,4846,3472,2818
"S01012545",1329,1062,3240,2396,2783,1588,2292.5
"S01012546",3121,2801,6302,915,3478,3208,3102.5
"S01012547",4584,3260,5060,1652,5074,3472,3707
"S01012548",4534,4538,6538,1613,5396,4715,4988
"S01012549",1425,942,2046,3687,1624,1450.5,1485
"S01012550",2548,2169,3713,4364,5094,2496,3102.5
"S01012551",6069,5474,6559,4267,6932,5556,6082.5
"S01012552",5072,5370,6292,3836,4292,6485,6082.5
"S01012553",5445,5277,6586,4662,6214,5556,6082.5
"S01012554",5910,6139,4386,1474,6933,6485,6082.5
"S01012555",5419,6175,6471,1966,6166,6485,6855.5
"S01012556",6255,5271,6821,1049,6934,6023.5,6082.5
"S01012557",5513,6103,4764,1543,5387,6023.5,6082.5
"S01012558",3816,1582,2965,4304,4778.5,2288,1664.5
"S01012559",1081,385,1748,6210,2383,973,414
"S01012560",3464,2856,5668,2754,6935,2947.5,4072.5
"S01012561",4172,2545,5397,3351,5476,3208,2818
"S01012562",1826,959,2275,5536,1290,1084,994.5
"S01012563",6674,6682,6549,1434,6936,6485,6555
"S01012564",5129,5377,6502,4403,4683,6023.5,6082.5
"S01012565",6588,3693,4906,6940,4196,4715,4499
"S01012566",3352,1858,2886,6877,740,2706.5,2062.5
"S01012567",2847,1742,3730,5088,3414,2288,2062.5
"S01012568",6640,4864,6490,3659,6937,5556,4499
"S01012569",6757,4119,6241,1802,2604,6485,6082.5
"S01012570",3402,4641,4809,373,2445,2947.5,3102.5
"S01012571",2763,3847,3124,180,1926,2706.5,2818
"S01012572",2932,3850,4051,393,3001,4369.5,3707
"S01012573",3918,5465,5446,236,5895,5113,4988
"S01012574",5549,4329,5885,777,5284,5113,4499
"S01012575",6101,6246,4991,759,5166,6023.5,4988
"S01012576",6419,5562,4965,6373,2896,5556,4988
"S01012577",4050,5170,4914,1100,4916,4715,4988
"S01012578",4865,3722,4026,4875,6234,3208,4072.5
"S01012579",3677,4492,3967,258,3750.5,3747,3707
"S01012580",5178,5661,4695,199,4599,4715,4499
"S01012581",894,3057,2429,1310,1403,1450.5,1664.5
"S01012582",4176,3435,5296,589,5306,4042,3707
"S01012583",1791,1895,3266,4719,1381,2496,2542.5
"S01012584",3574,3225,4071,1368,4988,4042,4072.5
"S01012585",1249,1587,1795,2784,2448,1320.5,1664.5
"S01012586",2994,3518,4908,434,3528,3472,1485
"S01012587",3957,4474,6535,633,2377,5113,4988
"S01012588",4796,4676,5669,202,6019,5556,6082.5
"S01012589",1573,2318,4042,3882,4088,2496,2542.5
"S01012590",303,1520,3230,6735,1602,1320.5,1150
"S01012591",330,1716,3254,6354,2192,1199.5,658
"S01012592",5449,4711,6394,1388,4325,5556,4499
"S01012593",5135,4217,6501,3224,5135,5113,4499
"S01012594",3297,3021,3488,4892,5917,3472,3102.5
"S01012595",1972,2113,3360,5116,4253,3208,2292.5
"S01012596",1285,2345,2307,3817,3229,1450.5,2062.5
"S01012597",3838,4263,5026,3177,5317,4042,4988
"S01012598",6186,4906,5562.5,2255,2301,6023.5,4988
"S01012599",4099,3410,3809,4471,1612,2947.5,3102.5
"S01012600",4603,5421,5612,2095,5804,5556,4988
"S01012601",5885,4618,6271,4291,5033,6023.5,5528
"S01012602",2439,710,4931,5920,902,1084,1315
"S01012603",2455,813,3104,4563,1543,1749.5,994.5
"S01012604",1828,1915,2910,2760,1904,2097,2542.5
"S01012605",1849,3042,2282,2424,3914,2288,2542.5
"S01012606",6735,6910,6897,420,6327,6827.5,6555
"S01012607",3885,3333,3552,1719,3593,3472,3391
"S01012608",1863,2495,2954,2944,4955,2097,2542.5
"S01012609",442,1242,1699,4162,1416,1320.5,1315
"S01012610",919,747,1598,5259,1569,757,994.5
"S01012611",3763,3403,4472,3230,3470,3472,3391
"S01012612",1189,1861,3170,1629,5122,1450.5,2292.5
"S01012613",2242,2513,1636,4575,3093,3208,2542.5
"S01012614",4224,2669,4800,4917,2201,2947.5,2542.5
"S01012615",5028,5005,4944,837,5511,4042,4072.5
"S01012616",3878,3339,5317,718,4461,4715,3707
"S01012617",6065,6033,6966,673,5845,5556,4988
"S01012618",3467,3917,4929,1156,3324,3208,3102.5
"S01012619",1768,1821,4279.5,5372,318,1199.5,568.5
"S01012620",5514,5545,5917,5296,4617,6023.5,5528
"S01012621",5145,4358,6888,4393,5919,4369.5,2542.5
"S01012622",2677,3953,6229,2989,3548,2706.5,2818
"S01012623",2302,2728,2637,6408,1195,2288,2818
"S01012624",1615,3178,3642,6190,879,2947.5,2542.5
"S01012625",1839,1562,4124,3249,2524,1749.5,1315
"S01012626",3770,4814,6090,3396,6938,5113,4072.5
"S01012627",2796,3188,4038.5,1884,873,1749.5,1852.5
"S01012628",5905,5940,6313,2035,4583,6023.5,5528
"S01012629",5685,3787,6579,6435,1371,3472,4499
"S01012630",5367,2220,2381,6702,313,1924,1485
"S01012631",1815,2154,3424,4458,272,1084,658
"S01012632",4528,5204,5713,736,5113,4715,4499
"S01012633",4370,4128,5029.5,404,2350,3472,3102.5
"S01012634",1787,3431,3389,1063,3218,3208,2292.5
"S01012635",3861,4109,3673,786,3834,3747,3707
"S01012636",5318,4092,3838,501,5685,4042,4499
"S01012637",1088,1788,4362,3711,4874,1199.5,1315
"S01012638",2226,3220,4001,3850,4086,2947.5,2062.5
"S01012639",1565,1776,2748,2535,3321,1320.5,1664.5
"S01012640",137,500,3045,3065,1030,530,351.5
"S01012641",1992,3549,3358,749,2733,2947.5,1485
"S01012642",256,1232,3233,4225,679,600.5,351.5
"S01012643",1512,3658,4048,5649,3506,2496,2542.5
"S01012644",1025,2414,3192,5135,4160,1588,1315
"S01012645",3371,3753,4420,6790,2030,2496,2818
"S01012646",4597,5006,6187,5000,3141,4715,4499
"S01012647",3952,6142,6022,1635,6511,5556,6555
"S01012648",456,892,1439,4663,2083,399,994.5
"S01012649",2450,2419,3247,6562,3680,2288,1664.5
"S01012650",3759,2653,4159,5616,5636,3208,3707
"S01012651",245,1307,2340,6454,855,973,994.5
"S01012652",4719,4320,6573,2947,4952,5113,4499
"S01012653",761,2434,2375,622,4455,1320.5,1664.5
"S01012654",4305,4327,5079,617,2713,3472,4072.5
"S01012655",1699,1447,2617,952,5568,1924,2292.5
"S01012656",2149,1375,1961,5280,3161,1450.5,1852.5
"S01012657",2681,1856,4382,3638,5433,1320.5,1664.5
"S01012658",3894,3611,5005,4227,6221,4715,4072.5
"S01012659",5777,5886,6011,3268,6348,5556,5528
"S01012660",1070,1196,2793,5705,974,1588,1852.5
"S01012661",3295,4338,4252,3117,948,4369.5,4072.5
"S01012662",1171,1533,4105,4940,4374,2097,2062.5
"S01012663",2843,3860,5156,6599,3895,4369.5,3102.5
"S01012664",2033,2290,3557,6500,3802,2706.5,2062.5
"S01012665",75,770,1272,4406,355,459,658
"S01012666",282,313,525,2640,2980,530,568.5
"S01012667",623,731,2021,4623,1029,399,488
"S01012668",703,1335,2277,6285,1121,861.5,1664.5
"S01012669",5202,5434,5393,4441,5503,6023.5,4499
"S01012670",4418,4262,6348,6455,4409,5113,4988
"S01012671",462,1503,2028,3079,2850,1749.5,2062.5
"S01012672",335,267,1514,2350,1315,72,208.5
"S01012673",40,834,2224,1433,2563,973,1485
"S01012674",37,210,1172,4367,523,105.5,147
"S01012675",42,361,1494,4650,1094,973,861
"S01012676",2016,2277,3565,3072,6085,2706.5,2818
"S01012677",1557,682,966,3061,3825,1588,994.5
"S01012678",4118,4162,5815,2184,5828,5113,4988
"S01012679",4133,2340,4164,3900,4656,2496,2292.5
"S01012680",6201,3976,5261,5189,4512,6485,4988
"S01012681",2492,2912,2269,2909,3047,3747,3102.5
"S01012682",4708,2302,4767,5963,4199,3472,3102.5
"S01012683",1196,1930,4787,4430,3120,1450.5,1664.5
"S01012684",4530,1845,6162,3599,3215,3747,2542.5
"S01012685",2121,1620,1942.5,2781,3750.5,2706.5,1852.5
"S01012686",6104,4529,5221,6399,4206,5556,4499
"S01012687",6617,6568,6855,2908,6939,6485,5528
"S01012688",5011,2378,3740,6936,1676,2947.5,2818
"S01012689",5389,5398,5952,4153,4214,5113,4499
"S01012690",5665,5517,6901,2238,6940,5556,4988
"S01012691",6368,5205,6244,6380,6445,5556,4988
"S01012692",3852,2832,5381,5784,4903,3472,4072.5
"S01012693",6558,5423,6845,2332,5463,6485,5528
"S01012694",4073,3183,6249,3080,4752,3472,3707
"S01012695",4520,1712,5217,499,6068,2947.5,3707
"S01012696",4443,5764,5870,181,4946,5556,6082.5
"S01012697",5285,5587,5606,858,4983,5113,4988
"S01012698",6100,3973,6564,657,6200,5113,4499
"S01012699",4334,3620,4307,629,4445,3472,3102.5
"S01012700",4882,4089,4950,681,4235,4369.5,3707
"S01012701",6552,6083,5905,1604,3106,5113,5528
"S01012702",4213,3897,4246,1184,3111,4369.5,4072.5
"S01012703",4355,3986,4886,2323,3805,4369.5,4072.5
"S01012704",682,1081,2263,2450,1427,1199.5,1150
"S01012705",5499,6358,5542,3361,5380,6023.5,6082.5
"S01012706",641,1217,1412,2536,3847,1749.5,1664.5
"S01012707",6190,6172,6347,1541,6941,6485,6555
"S01012708",966,1106,1916,5640,2046,1450.5,994.5
"S01012709",2508,1320,3814,2743,3996,1588,1485
"S01012710",1502,1222,3265,5631,3815,1084,1485
"S01012711",369,473,2393,5169,431,399,351.5
"S01012712",6164,5994,6416,2174,6338,5556,6082.5
"S01012713",5813,5081,5755,5605,5933,5113,4988
"S01012714",6330,5856,6219,4055,6942,6827.5,5528
"S01012715",3760,1514,2767,5748,590,1199.5,1150
"S01012716",6408,4981,6709,3167,5588,5556,5528
"S01012717",3222,2411,2659,5812,131,1588,1664.5
"S01012718",4048,3335,4058,5874,1595,3472,4988
"S01012719",3047,3122,1870,4383,1947,2496,2292.5
"S01012720",4735,3734,1144,3372,103,3208,3102.5
"S01012721",3049,2508,3718,5569,6042,3208,3391
"S01012722",1541,366,1395,5094,415,1084,254
"S01012723",696,721,932,4173,332.5,530,254
"S01012724",2445,2439,3467,3424,2001,2496,2062.5
"S01012725",3781,2618,3977,4954,1086,2288,2062.5
"S01012726",2668,2877,1999,3639,4110,3747,3102.5
"S01012727",340,394,714,4117,691,530,351.5
"S01012728",88,225,1336,4054,623,123.5,254
"S01012729",3436,3522,4406,2125,2916,3472,2542.5
"S01012730",405,1210,1895,2145,1995,861.5,861
"S01012731",934,1631,1149,2748,3666,1924,2062.5
"S01012732",1876,1802,1499,2562,3441,2097,1664.5
"S01012733",6053,6002,6762,450,5340,5113,5528
"S01012734",6208,5828,6934.5,775,5357.5,5556,6082.5
"S01012735",3369,3352,2875,1154,1470,4715,3707
"S01012736",2333,1681,3854,2150,3935,2706.5,2542.5
"S01012737",4009,3843,5162,2062,4843,4042,4499
"S01012738",844,1306,3666,3573,5633,1320.5,1664.5
"S01012739",6203,6459,6705,346,6522,5556,6555
"S01012740",4891,5911,6675,364,6057,5556,6082.5
"S01012741",5962,5991,5396,1064,6187,5556,5528
"S01012742",6245,6275,5462,2985,4604,6023.5,6082.5
"S01012743",6458,5594,6712,3120,6943,6023.5,5528
"S01012744",6189,6178,5616,1370,6336,6023.5,5528
"S01012745",5573,5190,6161,3956,4950,5556,6082.5
"S01012746",4651,3727,2889,1039,4344,4042,4072.5
"S01012747",2426,3097,2390,3738,2131,2097,2292.5
"S01012748",420,275,554,5084,644,151,254
"S01012749",293,522,640,2277,1939,670.5,568.5
"S01012750",273,1003,1023,3300,925,973,1150
"S01012751",1901,1065,1341,2939,2236,1588,861
"S01012752",1013,1936,1529,1375,1286,1588,1664.5
"S01012753",499,961,808,1793,1781,861.5,1315
"S01012754",783,1291,1360,2746,1634,1320.5,1315
"S01012755",226,141,1411,4813,890,399,122
"S01012756",1978,852,3411,2426,3125,1450.5,1150
"S01012757",1107,993,1193,5302,1366,1749.5,1485
"S01012758",2180,1679,1689,3112,1050,1749.5,2062.5
"S01012759",1002,552,953,4412,1986,861.5,861
"S01012760",942,493,1292,6313,502,670.5,488
"S01012761",2358,1199,1913,4528,910,1749.5,1485
"S01012762",2627,2637,4027,2247,3288,2288,3102.5
"S01012763",2044,1641,523,3825,5713,1924,1664.5
"S01012764",1359,1224,1299,3658,3870,1450.5,861
"S01012765",3052,2306,1618,2818,2041,2288,2542.5
"S01012766",2553,1444,1824,1694,5288,973,1315
"S01012767",5788,5032,5749,1123,6944,5113,5528
"S01012768",5694,4697,5602,937,6945,5556,4499
"S01012769",5823,4348,4646,517,6946,5556,6082.5
"S01012770",4301,2586,3033,5818,2020,2496,2292.5
"S01012771",3038,1842,1495,5684,1137,2097,1664.5
"S01012772",488,1094,571,4434,2951,861.5,994.5
"S01012773",2335,1177,2421,3265,2899,1588,1664.5
"S01012774",2230,2037,2514,4715,436,2496,2062.5
"S01012775",1525,1287,2397,5102,4313,2947.5,1664.5
"S01012776",995,1110,1691,3038,2890,1199.5,994.5
"S01012777",3786,3959,3523,4761,3419,5113,3707
"S01012778",1674,1050,1637,4074,1467,1084,1315
"S01012779",803,325,1583,3461,2779,399,861
"S01012780",287,661,1417,4501,1097,399,754
"S01012781",2413,2727,4316,3690,532,2288,2062.5
"S01012782",31,584,794,5545,827,287,414
"S01012783",889,619,789,4685,1481,399,568.5
"S01012784",851,1264,1500,4787,370.5,1450.5,994.5
"S01012785",59,335,1056,4124,132,342,122
"S01012786",506,33,1470,6831,171,72,49
"S01012787",2343,3237,4364,6682,3454,3747,3102.5
"S01012788",274,600,1910,3097,1996,973,861
"S01012789",3195,2245,2609,1734,2612,2097,2062.5
"S01012790",5642,3802,5174,3576,5242,4042,4988
"S01012791",5221,4142,4780,3963,5579,5113,4988
"S01012792",4777,904,3436,6550,2562,2496,1852.5
"S01012793",527,707,997,6359,160,861.5,658
"S01012794",4474,3666,4672,4488,4902,2947.5,2292.5
"S01012795",180,689,1200,4674,1615,670.5,658
"S01012796",1315,1714,3153,3100,808,670.5,1485
"S01012797",347,1579,2062,2024,2024,1588,2062.5
"S01012798",5339,3922,5329,2548,3363,5113,5528
"S01012799",6441,4666,3890,3002,4479,5556,6082.5
"S01012800",6778,4817,5732,3054,4288,5556,5528
"S01012801",5446,5056,6156,6189,2027,5113,5528
"S01012802",6337,6263,6415,951,3485,6827.5,6555
"S01012803",5933,5356,5547,1150,6947,6023.5,4988
"S01012804",3291,1340,1092,2705,4672,1588,2062.5
"S01012805",2190,2182,1058,4307,3744,2288,2062.5
"S01012806",2829,2333,1777,1392,4917,3472,2818
"S01012807",6307,6232,6914,1677,4230,6827.5,6555
"S01012808",5555,3956,4190,5458,3222,4715,4499
"S01012809",4609,4139,2593,5756,2381,4369.5,4072.5
"S01012810",2171,716,1117,6066,2662,1450.5,861
"S01012811",4569,3217,2837,2437,2424,3747,4072.5
"S01012812",4594,4487,2649,4210,4014,4369.5,3707
"S01012813",5878,6016,6046,2065,4256,6485,5528
"S01012814",4421,4696,6307,1305,6138,5556,4499
"S01012815",4566,4958,6255,1862,4375,6023.5,5528
"S01012816",3585,3571,3847,1759,2225,2496,3391
"S01012817",6391,6420,6862,1183,5968,6023.5,6555
"S01012818",4774,4324,4520,1380,1559,4715,4499
"S01012819",692,189,1677,3683,228,287,208.5
"S01012820",4568,4953,5284,762,4056,4715,5528
"S01012821",3001,6403,5725,1769,6948,5556,6082.5
"S01012822",546,348,379,6779,133,151,173
"S01012823",4640,5450,5222,4276,2363,5113,4988
"S01012824",2739,2304,4334,3178,1136,2097,2542.5
"S01012825",1219,1333,3733,6519,104,2288,861
"S01012826",211,100,803,3887,1963,151,122
"S01012827",3191,5608,4760,2225,3317,5113,5528
"S01012828",4969,6848,6419,1143,4419,6827.5,6082.5
"S01012829",149,407,1246,2494,3440,240,351.5
"S01012830",2266,1352,4763,3331,3759,1749.5,1485
"S01012831",1213,995,2313,5888,2436,1199.5,994.5
"S01012832",1649,901,2187,2804,769,1084,861
"S01012833",924,565,899,5404,2884,530,861
"S01012834",964,730,1543,5427,701,1450.5,658
"S01012835",3192,630,3109,6319,1522,1749.5,1150
"S01012836",5128,5914,6715,1187,5102,5113,5528
"S01012837",155,308,1120,2927,332.5,240,147
"S01012838",77,200,2792,1576,472,287,173
"S01012839",4855,4453,4220,1994,5087,4715,3707
"S01012840",5956,6447,5998,1354,6005,5113,6082.5
"S01012841",4051,4959,5187,2182,6227,6023.5,4072.5
"S01012842",3707,5641,2864,2614,2271,5113,4988
"S01012843",6360,5851,5866,4837,1774,6485,6555
"S01012844",6633,6574,6947,4449,3079,6827.5,6555
"S01012845",6049,3289,5853,6710,2343,4042,3391
"S01012846",1116,408,1662,6848,262,240,488
"S01012847",3874,2343,3972,5858,1924,3208,3391
"S01012848",5204,4100,5685,3909,3963,4042,4072.5
"S01012849",1624,1574,1973,4439,2373,1924,2062.5
"S01012850",1967,1668,1433,4193,1785,1749.5,1485
"S01012851",3140,2393,2419,4851,3424,3472,1852.5
"S01012852",6410,5400,6592,5544,3539,6023.5,5528
"S01012853",4637,3106,5042,4593,5987,4715,3707
"S01012854",5536,4865,4433,6602,4501.5,5556,5528
"S01012855",4043,3457,3759,6512,2025,4369.5,4499
"S01012856",2786,1061,2460,5666,819,1084,994.5
"S01012857",3115,1462,1134,6438,1648,1084,488
"S01012858",1365,465,1541,6698,959,973,658
"S01012859",1467,2019,969,4408,1347,2097,2062.5
"S01012860",5147,2374,3932,6623,1965,2706.5,3391
"S01012861",3725,4074,3073,6294,5718,3747,4072.5
"S01012862",449,229,812,6561,66,240,122
"S01012863",212,171,312,6610,69,240,208.5
"S01012864",607,322,576,5452,140,399,300.5
"S01012865",3564,2074,2410,3019,2055,2288,2542.5
"S01012866",1934,2288,3180,4653,3854,1924,2292.5
"S01012867",104,434,663,5558,1064,600.5,754
"S01012868",401,684,716,6123,360,1084,861
"S01012869",9,86,767,5253,351,72,173
"S01012870",3002,2853,3582,4481,1332,3208,2818
"S01012871",4089,3533,3439,5934,1933,2947.5,3102.5
"S01012872",3641,3506,2237,5751,2213,2288,3391
"S01012873",1964,2886,2270,4319,2583,2947.5,3391
"S01012874",624,1042,1478,2286,2496,1199.5,568.5
"S01012875",1209,1405,1926,3888,2282,973,1485
"S01012876",2075,894,1232,4056,1025,973,861
"S01012877",1184,1365,2976,3375,3930.5,1450.5,1664.5
"S01012878",5415,5664,5496,3258,4876,5556,4988
"S01012879",5954,5223,3659,6653,2506,5113,4988
"S01012880",6506,5833,5456,5937,3644,5556,5528
"S01012881",5300,3359,5424,6555,4658,4369.5,4072.5
"S01012882",1129,431,1869,2988,845,151,568.5
"S01012883",1268,161,670,3282,917,342,64
"S01012884",3379,1411,1121,2799,2639,2496,1150
"S01012885",258,440,472,3586,1295,670.5,300.5
"S01012886",5607,5352,4854,2731,4186,5556,4988
"S01012887",6173,4781,6413,5150,5303,5556,4988
"S01012888",6421,4806,6165,5326,5114,6023.5,5528
"S01012889",4550,4117,4946,964,4584,4715,4499
"S01012890",1716,454,1539,1624,1896,670.5,754
"S01012891",1078,1469,1733,2960,370.5,2097,2062.5
"S01012892",441,659,891,2329,266,861.5,658
"S01012893",311,668,560,3540,460,342,488
"S01012894",4725,4080,5768,1379,5704,4715,4988
"S01012895",6426,5327,5240.5,475,4240,6023.5,6082.5
"S01012896",3383,1694,1431,1756,5099,1749.5,754
"S01012897",4267,4779,6242,552,5957,4715,5528
"S01012898",5880,6651,6513,572,6209,6023.5,6555
"S01012899",2275,1228,3920,1240,2500,1320.5,658
"S01012900",4996,2301,4939,737,1656,3208,3707
"S01012901",3461,3772,3698,1669,3615,2947.5,2542.5
"S01012902",4705,2043,3037,2219,4252,2947.5,2062.5
"S01012903",3592,2532,1887,2155,2924,2496,2542.5
"S01012904",2441,3302,3484,3571,2863,2097,2818
"S01012905",1933,1392,1476,1278,2786,1749.5,1852.5
"S01012906",4932,3871,1611,2797,6169,3472,3391
"S01012907",3693,2693,3239,5650,2411,2288,2292.5
"S01012908",3580,2098,2833,6026,3577,2288,2292.5
"S01012909",5005,2160,4495,4006,3777,2097,2542.5
"S01012910",2733,1129,2733,3851,3883,1450.5,994.5
"S01012911",3648,3536,4187,5092,2369,2496,3102.5
"S01012912",3797,1857,2992,6567,4202,2706.5,2292.5
"S01012913",4446,2937,3197,5994,5611,2496,3391
"S01012914",3598,2429,4073,3219,2671,2947.5,2818
"S01012915",4361,3239,5886,3163,3121,3472,4072.5
"S01012916",4445,2841,3753,3321,2498,4042,3102.5
"S01012917",6016,4975,6673,2521,1975,6485,5528
"S01012918",4422,3095,2553,3820,2167,3747,3102.5
"S01012919",5757,3179,2297,2594,2096,2947.5,2818
"S01012920",6720,5118,6213,1905,6213,6485,5528
